,industry,variable,value
993,63 SERVICIOS DE INFORMACIÓN,2019,2767.48
994,"64 SERVICIOS FINANCIEROS,EXCEP.SEGUROS Y FONDOS PENSION",2019,232354.32
995,66 ACTIVIDADES AUXILIARES A LOS SERVICIOS FINANCIEROS,2019,1379.83
996,68 ACTIVIDADES INMOBILIARIAS,2019,53881.44
997,69 ACTIVIDADES JURÍDICAS Y DE CONTABILIDAD,2019,1481.73
998,70 ACTV. SEDES CENTRALES; ACTIV. CONSULTORÍA DE GESTIÓN,2019,695.05
999,71 SERVICIOS TECNICOS ARQUITECTURA E INGENIERIA,2019,1375.54
1000,72 INVESTIGACIÓN Y DESARROLLO,2019,61.35
1001,73 PUBLICIDAD Y ESTUDIOS DE MERCADO,2019,2056.42
1002,"74 OTRAS ACTIV. PROFESIONALES, CIENTÍFICAS Y TÉCNICAS",2019,109.64
1003,77 ACTIVIDADES DE ALQUILER,2019,324.87
1004,78 ACTIVIDADES RELACIONADAS CON EL EMPLEO,2019,356.0
1005,"79 ACTIVI. AGENCIAS VIAJE, OPERADOR TURÍST. RESERVAS",2019,0.75
1006,82 ACTIVIDADES ADMINISTRATIVAS DE OFICINA,2019,593.81
1007,85 EDUCACIÓN,2019,7.71
1008,86 ACTIVIDADES SANITARIAS,2019,68.34
1009,88 ACTIVIDADES DE SERVICIOS SOCIALES SIN ALOJAMIENTO,2019,500.0
1010,92 ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS,2019,1.5
1011,"93 ACTIVIDADES DEPORTIVAS, RECREATIVAS Y DE ENTRETENIM.",2019,749.03
1012,96 OTROS SERVICIOS PERSONALES,2019,7.0
1013,03 PESCA Y ACUICULTURA,2020,3.0
1014,10 INDUSTRIA DE LA ALIMENTACIÓN,2020,54636.52
1015,20 INDUSTRIA QUÍMICA,2020,274.36
1016,22 FABRICACIÓN DE PRODUCTOS DE CAUCHO Y PLÁSTICOS,2020,3.0
1017,23 FABRICACIÓN DE OTROS PRODUCTOS MINERALES NO METÁLICO,2020,9.0
1018,"26 FABRICACIÓN DE PRODUCTOS INFORMÁTICOS, ELECTRÓNICOS",2020,20.35
1019,28 FABRICACIÓN DE MAQUINARIA Y EQUIPO N.C.O.P.,2020,0.0
1020,"35 SUMINISTRO DE ENERGÍA ELÉCTRICA, GAS, VAPOR Y AIRE",2020,19.33
1021,41 CONSTRUCCIÓN DE EDIFICIOS,2020,212145.04
1022,43 ACTIVIDADES DE CONSTRUCCIÓN ESPECIALIZADA,2020,1175.89
1023,"46 COMER.MAYOR E INTERME.COMERCIO,EXCEP.VEHÍCULOS MOTOR",2020,45848.93
1024,"47 COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOTOR",2020,1932.95
1025,49 TRANSPORTE TERRESTRE Y POR TUBERÍA,2020,1.2
1026,52 ALMACENAMIENTO Y ACTIVIDADES ANEXAS AL TRANSPORTE,2020,3.0
1027,53 ACTIVIDADES POSTALES Y DE CORREOS,2020,10916.0
1028,55 SERVICIOS DE ALOJAMIENTO,2020,671.88
1029,56 SERVICIOS DE COMIDAS Y BEBIDAS,2020,11957.76
1030,58 EDICIÓN,2020,1178.71
1031,"62 PROGRAMACIÓN,CONSULTORÍA,OTRAS ACTIVIDADES RELAC.",2020,639.75
1032,63 SERVICIOS DE INFORMACIÓN,2020,0.0
1033,"64 SERVICIOS FINANCIEROS,EXCEP.SEGUROS Y FONDOS PENSION",2020,22.98
1034,"65 SEGUROS,REASEGURO.FONDOS PENSION, EXCEPTO S.SOCIAL",2020,0.0
1035,66 ACTIVIDADES AUXILIARES A LOS SERVICIOS FINANCIEROS,2020,147.2
1036,68 ACTIVIDADES INMOBILIARIAS,2020,74865.87
1037,69 ACTIVIDADES JURÍDICAS Y DE CONTABILIDAD,2020,26.25
1038,70 ACTV. SEDES CENTRALES; ACTIV. CONSULTORÍA DE GESTIÓN,2020,376.18
1039,71 SERVICIOS TECNICOS ARQUITECTURA E INGENIERIA,2020,4.8
1040,73 PUBLICIDAD Y ESTUDIOS DE MERCADO,2020,1073.0
1041,77 ACTIVIDADES DE ALQUILER,2020,5.12
1042,"79 ACTIVI. AGENCIAS VIAJE, OPERADOR TURÍST. RESERVAS",2020,16.5
1043,82 ACTIVIDADES ADMINISTRATIVAS DE OFICINA,2020,17.0
1044,86 ACTIVIDADES SANITARIAS,2020,322.09
1045,96 OTROS SERVICIOS PERSONALES,2020,22.5
